,Rank,Global_Sales,Genre,labels
139,140,6.24,Sports,2
140,141,6.24,Shooter,2
141,142,6.11,Shooter,2
142,143,6.05,Action,2
143,144,6.03,Pltform,2
144,145,6.03,Action,2
145,146,6.03,Action,2
146,147,5.99,Action,2
147,148,5.95,Role_Playing,2
148,149,5.92,Pltform,2
149,150,5.84,Role_Playing,2
150,151,5.83,Action,2
151,152,5.82,Action,2
152,153,5.74,Fighting,5
153,154,5.72,Simulation,5
154,155,5.65,Shooter,5
155,156,5.58,Puzzle,5
156,157,5.57,Action,5
157,158,5.55,Fighting,5
158,159,5.55,Adventure,5
159,160,5.53,Action,5
160,161,5.51,Racing,5
161,162,5.5,Role_Playing,5
162,163,5.49,Pltform,5
163,164,5.47,Racing,5
164,165,5.46,Pltform,5
165,166,5.45,Strategy,5
166,167,5.43,Shooter,5
167,168,5.42,Pltform,5
168,169,5.42,Misc,5
169,170,5.36,Role_Playing,5
170,171,5.34,Puzzle,5
171,172,5.31,Misc,5
172,173,5.3,Action,5
173,174,5.3,Role_Playing,5
174,175,5.29,Role_Playing,5
175,176,5.27,Pltform,5
176,177,5.27,Action,5
177,178,5.26,Puzzle,5
178,179,5.24,Action,5
179,181,5.21,Role_Playing,5
180,182,5.2,Role_Playing,5
181,183,5.2,Pltform,5
182,184,5.19,Pltform,5
183,185,5.19,Pltform,5
184,186,5.18,Action,5
185,187,5.17,Action,5
186,188,5.15,Pltform,5
187,189,5.15,Simulation,5
188,190,5.14,Sports,5
189,191,5.13,Shooter,5
190,192,5.13,Pltform,5
191,193,5.13,Role_Playing,5
192,194,5.13,Shooter,5
193,195,5.12,Simulation,5
194,196,5.12,Misc,5
195,197,5.11,Action,5
196,198,5.08,Action,5
197,199,5.08,Action,5
198,200,5.08,Sports,5
199,201,5.07,Pltform,5
200,202,5.05,Action,5
201,203,5.02,Sports,5
202,204,5.02,Fighting,5
203,205,5.01,Strategy,5
204,206,5.0,Pltform,5
205,207,5.0,Shooter,5
206,208,4.98,Misc,5
207,209,4.96,Role_Playing,5
208,210,4.96,Role_Playing,5
209,211,4.94,Action,5
210,212,4.91,Sports,5
211,213,4.9,Action,5
212,214,4.88,Racing,5
213,215,4.87,Role_Playing,5
214,216,4.85,Puzzle,5
215,217,4.84,Action,5
216,218,4.83,Strategy,5
217,219,4.83,Adventure,5
218,220,4.82,Sports,5
219,221,4.79,Racing,5
220,222,4.77,Sports,5
221,223,4.76,Action,5
222,224,4.73,Action,5
223,225,4.7,Racing,5
224,226,4.68,Sports,5
225,227,4.68,Simulation,5
226,228,4.67,Action,5
227,229,4.64,Racing,5
228,230,4.63,Action,5
229,231,4.62,Misc,5
230,232,4.61,Action,5
231,233,4.6,Action,5
232,234,4.58,Sports,5
233,235,4.58,Action,5
234,236,4.57,Shooter,5
235,237,4.55,Action,5
236,238,4.53,Misc,5
237,239,4.53,Sports,5
238,240,4.5,Pltform,5
239,241,4.49,Sports,5
240,242,4.48,Action,5
241,243,4.47,Role_Playing,5
242,244,4.47,Action,5
243,245,4.45,Shooter,5
244,246,4.45,Action,5
245,247,4.44,Misc,5
246,248,4.42,Misc,5
247,249,4.41,Sports,5
248,250,4.39,Sports,5
249,251,4.39,Role_Playing,5
250,252,4.38,Adventure,5
251,253,4.37,Racing,5
252,254,4.35,Shooter,5
253,255,4.34,Pltform,5
254,256,4.33,Role_Playing,5
255,257,4.31,Sports,5
256,258,4.31,Shooter,5
257,259,4.31,Shooter,5
258,260,4.31,Role_Playing,5
259,261,4.26,Shooter,5
260,262,4.25,Pltform,5
261,263,4.25,Action,5
262,264,4.24,Action,5
263,265,4.24,Misc,5
264,266,4.23,Action,5
265,267,4.22,Pltform,5
266,268,4.21,Strategy,5
267,269,4.21,Action,5
268,270,4.21,Sports,5
269,271,4.2,Misc,5
270,272,4.2,Shooter,5
271,273,4.2,Racing,5
272,274,4.19,Action,5
273,275,4.19,Fighting,5
274,276,4.19,Sports,5
275,277,4.17,Action,5
276,278,4.16,Racing,5
277,279,4.16,Action,5
278,280,4.14,Sports,5
279,281,4.14,Action,5
280,282,4.12,Shooter,5
281,283,4.12,Pltform,5
282,284,4.11,Sports,5
283,285,4.1,Action,5
284,286,4.1,Fighting,5
285,287,4.1,Misc,5
286,288,4.09,Role_Playing,5
287,289,4.09,Role_Playing,5
288,290,4.08,Role_Playing,5
289,291,4.07,Action,5
290,292,4.06,Racing,5
291,293,4.06,Sports,5
292,294,4.05,Misc,5
293,295,4.05,Fighting,5
294,296,4.03,Shooter,5
295,297,4.03,Shooter,5
296,298,4.02,Misc,5
297,299,4.01,Sports,5
298,300,4.01,Role_Playing,5
299,301,4.0,Puzzle,5
300,302,3.99,Shooter,5
301,303,3.98,Misc,5
302,304,3.92,Sports,5
303,305,3.92,Action,5
304,306,3.91,Pltform,5
305,307,3.9,Sports,5
306,308,3.89,Action,5
307,309,3.89,Role_Playing,5
308,310,3.88,Racing,5
309,311,3.88,Role_Playing,5
310,312,3.87,Fighting,5
311,313,3.87,Role_Playing,5
312,314,3.87,Sports,5
313,315,3.85,Sports,5
314,316,3.85,Sports,5
315,317,3.84,Misc,5
316,318,3.84,Misc,5
317,319,3.83,Action,5
318,320,3.83,Role_Playing,5
319,321,3.82,Misc,5
320,322,3.81,Simulation,5
321,323,3.79,Action,5
322,324,3.78,Sports,5
323,325,3.78,Action,5
324,326,3.77,Action,5
325,327,3.77,Pltform,5
326,328,3.76,Misc,5
327,329,3.76,Simulation,5
328,330,3.76,Pltform,5
329,331,3.73,Action,5
330,332,3.73,Role_Playing,5
331,333,3.72,Action,5
332,334,3.71,Pltform,5
333,335,3.7,Sports,5
334,336,3.7,Strategy,5
335,337,3.69,Shooter,5
336,338,3.69,Simulation,5
337,339,3.67,Misc,5
338,340,3.67,Sports,5
339,341,3.66,Racing,5
340,342,3.65,Pltform,5
341,343,3.65,Shooter,5
342,344,3.65,Misc,5
343,345,3.64,Racing,5
344,346,3.64,Pltform,5
345,347,3.63,Simulation,5
346,348,3.63,Sports,5
347,349,3.63,Sports,5
348,350,3.63,Shooter,5
349,351,3.62,Action,5
350,352,3.61,Shooter,5
351,353,3.61,Shooter,5
352,354,3.61,Shooter,5
353,355,3.61,Racing,5
354,356,3.61,Simulation,5
355,357,3.6,Action,5
356,358,3.59,Shooter,5
357,359,3.58,Fighting,5
358,360,3.56,Pltform,5
359,361,3.54,Action,5
360,362,3.54,Action,5
361,363,3.54,Action,5
362,364,3.53,Shooter,5
363,365,3.53,Action,5
364,366,3.53,Shooter,5
365,367,3.53,Sports,5
366,368,3.52,Action,5
367,369,3.52,Pltform,5
368,370,3.52,Shooter,5
369,371,3.52,Sports,5
370,372,3.51,Action,5
371,373,3.51,Pltform,5
372,374,3.5,Action,5
373,375,3.5,Action,5
374,376,3.5,Action,5
375,377,3.5,Misc,5
376,379,3.49,Shooter,5
377,380,3.48,Shooter,5
378,381,3.48,Misc,5
379,382,3.46,Action,5
380,383,3.45,Shooter,5
381,384,3.44,Role_Playing,5
382,385,3.44,Shooter,5
383,386,3.44,Fighting,5
384,387,3.43,Shooter,5
385,388,3.42,Pltform,5
386,389,3.42,Action,5
387,390,3.42,Role_Playing,5
388,391,3.41,Action,5
389,392,3.41,Racing,5
390,393,3.4,Sports,5
391,394,3.39,Misc,5
392,395,3.38,Action,5
393,396,3.38,Action,5
394,397,3.38,Action,5
395,398,3.36,Fighting,5
396,399,3.36,Action,5
397,400,3.36,Puzzle,5
398,401,3.34,Adventure,5
399,402,3.34,Action,5
400,403,3.33,Misc,5
401,404,3.33,Shooter,5
402,405,3.33,Pltform,5
403,406,3.32,Misc,5
404,407,3.32,Action,5
405,408,3.31,Shooter,5
406,409,3.28,Action,5
407,410,3.28,Action,5
408,411,3.28,Shooter,5
409,412,3.27,Action,5
410,413,3.27,Misc,5
411,414,3.27,Racing,5
412,415,3.26,Action,5
413,416,3.24,Fighting,5
414,417,3.23,Sports,5
415,418,3.23,Adventure,5
416,419,3.22,Sports,5
417,420,3.22,Role_Playing,5
418,421,3.21,Shooter,5
419,422,3.2,Sports,5
420,423,3.2,Fighting,5
421,424,3.2,Fighting,5
422,425,3.19,Role_Playing,5
423,426,3.19,Action,5
424,427,3.19,Role_Playing,5
425,428,3.19,Misc,5
426,429,3.18,Action,5
427,430,3.18,Pltform,5
428,431,3.17,Role_Playing,5
429,433,3.17,Misc,5
430,434,3.17,Simulation,5
431,435,3.16,Adventure,5
432,436,3.15,Simulation,5
433,437,3.15,Action,5
434,438,3.15,Pltform,5
435,439,3.15,Shooter,5
436,440,3.15,Shooter,5
437,441,3.14,Sports,5
438,442,3.13,Action,5
439,443,3.12,Racing,5
440,444,3.12,Racing,5
441,445,3.12,Misc,5
442,446,3.12,Role_Playing,5
443,447,3.12,Role_Playing,5
444,448,3.12,Adventure,5
445,449,3.11,Role_Playing,5
446,450,3.11,Sports,5
447,451,3.09,Fighting,5
448,452,3.08,Sports,5
449,453,3.08,Sports,5
450,454,3.07,Shooter,5
451,455,3.07,Action,5
452,456,3.07,Pltform,5
453,457,3.07,Simulation,5
454,458,3.07,Role_Playing,5
455,459,3.05,Action,5
456,460,3.04,Shooter,5
457,461,3.04,Pltform,5
458,462,3.03,Action,5
459,463,3.03,Pltform,5
460,464,3.02,Shooter,5
461,465,3.02,Action,5
462,466,3.02,Fighting,5
463,467,3.02,Sports,5
464,468,3.0,Shooter,5
465,469,3.0,Sports,5
466,470,3.0,Fighting,5
467,472,2.99,Action,5
468,473,2.99,Shooter,5
469,474,2.99,Misc,5
470,475,2.99,Sports,5
471,476,2.99,Action,5
472,477,2.98,Simulation,5
473,478,2.97,Shooter,5
474,479,2.97,Simulation,5
475,480,2.97,Role_Playing,5
476,481,2.96,Pltform,5
477,482,2.96,Pltform,5
478,483,2.96,Action,5
479,484,2.95,Fighting,5
480,485,2.94,Racing,5
481,486,2.94,Shooter,5
482,487,2.94,Fighting,5
483,488,2.94,Action,5
484,489,2.94,Puzzle,5
485,490,2.93,Role_Playing,5
486,491,2.92,Puzzle,5
487,492,2.91,Simulation,5
488,493,2.91,Pltform,5
489,494,2.9,Sports,5
490,495,2.9,Shooter,5
491,496,2.9,Misc,5
492,497,2.9,Sports,5
493,498,2.9,Sports,5
494,499,2.89,Racing,5
495,500,2.89,Sports,5
496,501,2.89,Shooter,5
497,502,2.88,Sports,5
498,503,2.88,Shooter,5
499,504,2.88,Simulation,5
500,505,2.87,Racing,5
501,506,2.86,Shooter,5
502,507,2.86,Sports,5
503,508,2.86,Role_Playing,5
504,509,2.85,Fighting,5
505,510,2.85,Racing,5
506,511,2.85,Pltform,5
507,512,2.85,Strategy,5
508,513,2.85,Action,5
509,514,2.85,Sports,5
510,515,2.84,Action,5
511,516,2.83,Shooter,5
512,517,2.83,Sports,5
513,518,2.83,Shooter,5
514,519,2.83,Fighting,5
515,520,2.82,Shooter,5
516,521,2.82,Action,5
517,522,2.81,Adventure,5
518,523,2.81,Racing,5
519,524,2.81,Simulation,5
520,525,2.8,Fighting,5
521,526,2.8,Action,5
522,527,2.8,Pltform,5
523,528,2.79,Sports,5
524,529,2.79,Shooter,5
525,530,2.79,Pltform,5
526,531,2.79,Fighting,5
527,532,2.79,Role_Playing,5
528,533,2.79,Fighting,5
529,534,2.79,Shooter,5
530,535,2.79,Sports,5
531,536,2.79,Puzzle,5
532,537,2.79,Role_Playing,5
533,538,2.78,Pltform,5
534,539,2.78,Action,5
535,540,2.78,Pltform,5
536,541,2.78,Fighting,5
537,542,2.77,Simulation,5
538,543,2.77,Pltform,5
539,544,2.77,Action,5
540,545,2.76,Shooter,5
541,546,2.75,Misc,5
542,547,2.74,Action,5
543,548,2.73,Strategy,5
544,549,2.73,Action,5
545,550,2.72,Adventure,5
546,551,2.71,Shooter,5
547,552,2.7,Action,5
548,553,2.7,Action,5
549,554,2.7,Fighting,5
550,555,2.7,Misc,5
551,556,2.69,Sports,5
552,557,2.69,Action,5
553,558,2.69,Sports,5
554,559,2.69,Puzzle,5
555,560,2.68,Sports,5
556,561,2.68,Racing,5
557,562,2.68,Role_Playing,5
558,563,2.68,Racing,5
559,564,2.68,Role_Playing,5
560,565,2.67,Fighting,5
561,566,2.67,Shooter,5
562,567,2.67,Misc,5
563,568,2.67,Shooter,5
564,569,2.66,Role_Playing,5
565,570,2.65,Action,5
566,571,2.65,Action,5
567,572,2.65,Action,5
568,573,2.65,Shooter,5
569,574,2.65,Pltform,5
570,575,2.65,Action,5
571,576,2.64,Action,5
572,577,2.63,Racing,5
573,578,2.63,Fighting,5
574,579,2.63,Strategy,5
575,580,2.63,Action,5
576,581,2.62,Sports,5
577,582,2.62,Sports,5
578,583,2.62,Shooter,5
579,584,2.62,Sports,5
580,585,2.62,Sports,5
581,586,2.61,Simulation,5
582,587,2.61,Action,5
583,588,2.6,Pltform,5
584,589,2.6,Action,5
585,590,2.59,Sports,5
586,591,2.59,Pltform,5
587,592,2.59,Sports,5
588,593,2.58,Pltform,5
589,594,2.58,Shooter,5
590,595,2.58,Action,5
591,596,2.58,Role_Playing,5
592,597,2.58,Fighting,5
593,598,2.57,Pltform,5
594,599,2.57,Misc,5
595,600,2.57,Role_Playing,5
596,601,2.57,Sports,5
597,602,2.56,Pltform,5
598,603,2.56,Role_Playing,5
599,604,2.56,Sports,5
600,605,2.54,Role_Playing,5
601,606,2.54,Sports,5
602,607,2.54,Sports,5
603,609,2.52,Racing,5
604,610,2.52,Action,5
605,611,2.52,Misc,5
606,612,2.52,Role_Playing,5
607,613,2.51,Action,5
608,614,2.5,Role_Playing,5
609,615,2.5,Sports,5
610,616,2.5,Misc,5
611,617,2.49,Action,5
612,618,2.49,Action,5
613,619,2.49,Action,5
614,620,2.49,Fighting,5
615,621,2.48,Shooter,5
616,622,2.48,Racing,5
617,623,2.48,Action,5
618,624,2.48,Sports,5
619,626,2.47,Sports,5
620,627,2.47,Misc,5
621,628,2.46,Misc,5
622,629,2.45,Racing,5
623,630,2.45,Role_Playing,5
624,631,2.45,Role_Playing,5
625,632,2.44,Racing,5
626,633,2.44,Shooter,5
627,634,2.44,Racing,5
628,635,2.43,Simulation,5
629,636,2.43,Adventure,5
630,637,2.42,Shooter,5
631,638,2.42,Pltform,5
632,639,2.42,Sports,5
633,640,2.42,Sports,5
634,641,2.41,Fighting,5
635,642,2.41,Racing,5
636,643,2.41,Action,5
637,644,2.41,Misc,5
638,645,2.41,Racing,5
639,646,2.4,Sports,5
640,647,2.4,Puzzle,5
641,648,2.4,Fighting,5
642,649,2.4,Strategy,5
643,651,2.39,Racing,5
644,652,2.39,Sports,5
645,655,2.39,Misc,5
646,656,2.39,Action,5
647,657,2.39,Action,5
648,658,2.38,Misc,5
649,659,2.38,Action,5
650,660,2.38,Misc,5
651,661,2.38,Fighting,5
652,662,2.38,Action,5
653,663,2.38,Sports,5
654,664,2.38,Sports,5
655,665,2.38,Misc,5
656,666,2.37,Sports,5
657,667,2.37,Shooter,5
658,668,2.37,Action,5
659,669,2.37,Sports,5
660,670,2.37,Sports,5
661,671,2.36,Sports,5
662,672,2.36,Pltform,5
663,673,2.35,Action,5
664,674,2.35,Pltform,5
665,675,2.35,Role_Playing,5
666,676,2.35,Racing,5
667,677,2.34,Pltform,5
668,678,2.34,Fighting,5
669,679,2.34,Sports,5
670,680,2.34,Action,5
671,681,2.33,Simulation,5
672,682,2.32,Action,5
673,683,2.32,Sports,5
674,684,2.32,Misc,5
675,685,2.32,Sports,5
676,686,2.32,Action,5
677,687,2.31,Shooter,5
678,688,2.31,Puzzle,5
679,689,2.31,Racing,5
680,690,2.31,Role_Playing,5
681,691,2.31,Sports,5
682,692,2.3,Action,5
683,693,2.3,Action,5
684,694,2.3,Role_Playing,5
685,695,2.29,Action,5
686,696,2.29,Action,5
687,697,2.29,Action,5
688,698,2.28,Racing,5
689,699,2.28,Sports,5
690,700,2.28,Misc,5
691,701,2.28,Action,5
692,702,2.28,Pltform,5
693,703,2.28,Sports,5
694,704,2.28,Action,5
695,705,2.28,Shooter,5
696,706,2.28,Racing,5
697,707,2.27,Role_Playing,5
698,708,2.27,Misc,5
699,709,2.27,Misc,5
700,710,2.27,Pltform,5
701,711,2.26,Pltform,5
702,712,2.26,Misc,5
703,714,2.26,Action,5
704,715,2.25,Misc,5
705,716,2.25,Adventure,5
706,717,2.25,Sports,5
707,718,2.25,Role_Playing,5
708,719,2.25,Sports,5
709,720,2.25,Role_Playing,5
710,721,2.25,Fighting,5
711,722,2.24,Pltform,5
712,723,2.23,Pltform,5
713,724,2.23,Action,5
714,725,2.23,Action,5
715,726,2.23,Simulation,5
716,727,2.22,Pltform,5
717,728,2.22,Action,5
718,729,2.22,Puzzle,5
719,730,2.22,Adventure,5
720,731,2.22,Racing,5
721,732,2.21,Shooter,5
722,733,2.21,Action,5
723,734,2.21,Action,5
724,735,2.2,Misc,5
725,736,2.2,Action,5
726,737,2.2,Misc,5
727,738,2.2,Pltform,5
728,739,2.2,Sports,5
729,740,2.2,Pltform,5
730,741,2.2,Puzzle,5
731,742,2.19,Action,5
732,743,2.19,Action,5
733,744,2.19,Role_Playing,5
734,745,2.19,Misc,5
735,746,2.19,Pltform,5
736,747,2.19,Action,5
737,748,2.18,Role_Playing,5
738,749,2.18,Racing,5
739,750,2.18,Racing,5
740,751,2.18,Sports,5
741,752,2.18,Role_Playing,5
742,753,2.17,Role_Playing,5
743,754,2.17,Role_Playing,5
744,755,2.17,Simulation,5
745,756,2.17,Sports,5
746,757,2.16,Simulation,5
747,758,2.16,Sports,5
748,759,2.15,Shooter,5
749,760,2.15,Shooter,5
750,761,2.15,Sports,5
751,762,2.15,Sports,5
752,763,2.14,Shooter,5
753,764,2.14,Role_Playing,5
754,765,2.14,Misc,5
755,766,2.14,Racing,5
756,767,2.14,Simulation,5
757,768,2.13,Shooter,5
758,769,2.13,Simulation,5
759,770,2.13,Puzzle,5
760,771,2.13,Role_Playing,5
761,772,2.13,Action,5
762,773,2.12,Action,5
763,774,2.12,Role_Playing,5
764,775,2.12,Pltform,5
765,776,2.12,Racing,5
766,777,2.12,Sports,5
767,778,2.11,Sports,5
768,779,2.11,Shooter,5
769,780,2.11,Sports,5
770,781,2.11,Sports,5
771,782,2.11,Racing,5
772,783,2.11,Sports,5
773,785,2.11,Action,5
774,786,2.11,Fighting,5
775,787,2.1,Role_Playing,5
776,788,2.1,Pltform,5
777,789,2.1,Action,5
778,790,2.1,Racing,5
779,791,2.1,Shooter,5
780,792,2.09,Action,5
781,793,2.09,Sports,5
782,794,2.09,Action,5
783,795,2.09,Action,5
784,796,2.09,Action,5
785,797,2.09,Misc,5
786,798,2.09,Simulation,5
787,799,2.09,Shooter,5
788,800,2.09,Action,5
789,801,2.08,Role_Playing,5
790,802,2.08,Puzzle,5
791,803,2.08,Racing,5
792,804,2.08,Simulation,5
793,805,2.08,Misc,5
794,806,2.08,Action,5
795,807,2.08,Strategy,5
796,808,2.08,Strategy,5
797,809,2.08,Sports,5
798,810,2.07,Shooter,5
799,811,2.07,Role_Playing,5
800,812,2.07,Fighting,5
801,813,2.07,Role_Playing,5
802,814,2.07,Strategy,5
803,815,2.06,Racing,5
804,816,2.06,Simulation,5
805,817,2.06,Action,5
806,818,2.06,Role_Playing,5
807,819,2.06,Action,5
808,820,2.06,Racing,5
809,821,2.06,Fighting,5
810,822,2.06,Role_Playing,5
811,823,2.05,Racing,5
812,824,2.05,Misc,5
813,825,2.05,Sports,5
814,826,2.05,Role_Playing,5
815,827,2.05,Misc,5
816,828,2.05,Role_Playing,5
817,829,2.05,Sports,5
818,830,2.05,Racing,5
819,831,2.04,Role_Playing,5
820,832,2.04,Misc,5
821,833,2.04,Misc,5
822,834,2.04,Shooter,5
823,835,2.04,Action,5
824,836,2.04,Pltform,5
825,837,2.04,Action,5
826,838,2.03,Sports,5
827,839,2.03,Sports,5
828,840,2.03,Misc,5
829,841,2.03,Sports,5
830,842,2.02,Action,5
831,843,2.02,Shooter,5
832,844,2.02,Sports,5
833,845,2.02,Racing,5
834,846,2.01,Puzzle,5
835,847,2.01,Shooter,5
836,848,2.0,Action,5
837,849,2.0,Role_Playing,5
838,850,2.0,Racing,5
839,851,2.0,Fighting,5
840,852,2.0,Fighting,5
841,853,1.99,Action,5
842,854,1.99,Sports,5
843,855,1.99,Action,5
844,856,1.98,Action,5
845,857,1.98,Simulation,5
846,858,1.98,Shooter,5
847,859,1.98,Shooter,5
848,860,1.97,Role_Playing,5
849,861,1.97,Pltform,5
850,862,1.97,Pltform,5
851,863,1.97,Shooter,5
852,864,1.97,Action,5
853,865,1.97,Racing,5
854,866,1.97,Action,5
855,867,1.96,Shooter,5
856,868,1.96,Sports,5
857,869,1.96,Racing,5
858,870,1.96,Sports,5
859,871,1.96,Pltform,5
860,872,1.96,Shooter,5
861,873,1.95,Shooter,5
862,874,1.95,Racing,5
863,875,1.95,Action,5
864,876,1.95,Shooter,5
865,877,1.95,Sports,5
866,878,1.94,Fighting,5
867,879,1.94,Sports,5
868,880,1.94,Misc,5
869,881,1.94,Adventure,5
870,882,1.94,Puzzle,5
871,883,1.94,Fighting,5
872,884,1.94,Racing,5
873,885,1.94,Shooter,5
874,886,1.93,Role_Playing,5
875,887,1.93,Action,5
876,888,1.93,Misc,5
877,889,1.93,Fighting,5
878,890,1.93,Fighting,5
879,891,1.93,Puzzle,5
880,892,1.93,Fighting,5
881,893,1.93,Action,5
882,894,1.93,Sports,5
883,895,1.92,Action,5
884,896,1.92,Action,5
885,897,1.92,Racing,5
886,898,1.92,Misc,5
887,899,1.92,Shooter,5
888,900,1.92,Simulation,5
889,901,1.92,Racing,5
890,902,1.92,Misc,5
891,903,1.92,Misc,5
892,904,1.91,Misc,5
893,905,1.91,Action,5
894,906,1.91,Misc,5
895,907,1.91,Shooter,5
896,908,1.91,Action,5
897,909,1.9,Simulation,5
898,910,1.9,Shooter,5
899,911,1.89,Racing,5
900,912,1.89,Sports,5
901,913,1.89,Role_Playing,5
902,914,1.88,Pltform,5
903,915,1.88,Role_Playing,5
904,916,1.88,Fighting,5
905,917,1.88,Sports,5
906,918,1.88,Shooter,5
907,919,1.88,Fighting,5
908,920,1.87,Misc,5
909,921,1.87,Adventure,5
910,922,1.87,Sports,5
911,923,1.87,Action,5
912,924,1.87,Pltform,5
913,925,1.86,Adventure,5
914,926,1.86,Sports,5
915,927,1.86,Pltform,5
916,928,1.86,Role_Playing,5
917,929,1.86,Pltform,5
918,930,1.86,Misc,5
919,931,1.86,Pltform,5
920,932,1.86,Sports,5
921,933,1.86,Action,5
922,934,1.86,Role_Playing,5
923,935,1.86,Action,5
924,936,1.85,Misc,5
925,937,1.85,Pltform,5
926,938,1.85,Misc,5
927,939,1.85,Role_Playing,5
928,940,1.85,Action,5
929,941,1.85,Action,5
930,942,1.84,Racing,5
931,943,1.84,Role_Playing,5
932,944,1.84,Sports,5
933,945,1.83,Simulation,5
934,946,1.83,Misc,5
935,947,1.83,Role_Playing,5
936,948,1.83,Racing,5
937,949,1.83,Action,5
938,950,1.83,Role_Playing,5
939,951,1.83,Shooter,5
940,952,1.83,Simulation,5
941,953,1.82,Pltform,5
942,954,1.82,Pltform,5
943,955,1.82,Misc,5
944,956,1.82,Simulation,5
945,957,1.82,Shooter,5
946,958,1.81,Role_Playing,5
947,959,1.81,Action,5
948,960,1.81,Simulation,5
949,961,1.81,Racing,5
950,962,1.81,Fighting,5
951,963,1.81,Pltform,5
952,964,1.8,Misc,5
953,965,1.8,Pltform,5
954,966,1.8,Sports,5
955,967,1.8,Action,5
956,968,1.8,Sports,5
957,969,1.79,Shooter,5
958,970,1.79,Pltform,5
959,971,1.79,Adventure,5
