,Rank,Global_Sales,Genre,labels
252,254,4.35,Shooter,0
253,255,4.34,Pltform,0
254,256,4.33,Role_Playing,0
255,257,4.31,Sports,0
256,258,4.31,Shooter,0
257,259,4.31,Shooter,0
258,260,4.31,Role_Playing,0
259,261,4.26,Shooter,0
260,262,4.25,Pltform,0
261,263,4.25,Action,0
262,264,4.24,Action,0
263,265,4.24,Misc,0
264,266,4.23,Action,0
265,267,4.22,Pltform,0
266,268,4.21,Strategy,0
267,269,4.21,Action,0
268,270,4.21,Sports,0
269,271,4.2,Misc,0
270,272,4.2,Shooter,0
271,273,4.2,Racing,0
272,274,4.19,Action,0
273,275,4.19,Fighting,0
274,276,4.19,Sports,0
275,277,4.17,Action,0
276,278,4.16,Racing,0
277,279,4.16,Action,0
278,280,4.14,Sports,0
279,281,4.14,Action,0
280,282,4.12,Shooter,0
281,283,4.12,Pltform,0
282,284,4.11,Sports,0
283,285,4.1,Action,0
284,286,4.1,Fighting,0
285,287,4.1,Misc,0
286,288,4.09,Role_Playing,0
287,289,4.09,Role_Playing,0
288,290,4.08,Role_Playing,0
289,291,4.07,Action,0
290,292,4.06,Racing,0
291,293,4.06,Sports,0
292,294,4.05,Misc,0
293,295,4.05,Fighting,0
294,296,4.03,Shooter,0
295,297,4.03,Shooter,0
296,298,4.02,Misc,0
297,299,4.01,Sports,0
298,300,4.01,Role_Playing,0
299,301,4.0,Puzzle,0
300,302,3.99,Shooter,0
301,303,3.98,Misc,0
302,304,3.92,Sports,0
303,305,3.92,Action,0
304,306,3.91,Pltform,0
305,307,3.9,Sports,0
306,308,3.89,Action,0
307,309,3.89,Role_Playing,0
308,310,3.88,Racing,0
309,311,3.88,Role_Playing,0
310,312,3.87,Fighting,0
311,313,3.87,Role_Playing,0
312,314,3.87,Sports,0
313,315,3.85,Sports,0
314,316,3.85,Sports,0
315,317,3.84,Misc,0
316,318,3.84,Misc,0
317,319,3.83,Action,0
318,320,3.83,Role_Playing,0
319,321,3.82,Misc,0
320,322,3.81,Simulation,0
321,323,3.79,Action,0
322,324,3.78,Sports,0
323,325,3.78,Action,0
324,326,3.77,Action,0
325,327,3.77,Pltform,0
326,328,3.76,Misc,0
327,329,3.76,Simulation,0
328,330,3.76,Pltform,0
329,331,3.73,Action,0
330,332,3.73,Role_Playing,0
331,333,3.72,Action,0
332,334,3.71,Pltform,0
333,335,3.7,Sports,0
334,336,3.7,Strategy,0
335,337,3.69,Shooter,0
336,338,3.69,Simulation,0
337,339,3.67,Misc,0
338,340,3.67,Sports,0
339,341,3.66,Racing,0
340,342,3.65,Pltform,0
341,343,3.65,Shooter,0
342,344,3.65,Misc,0
343,345,3.64,Racing,0
344,346,3.64,Pltform,0
345,347,3.63,Simulation,0
346,348,3.63,Sports,0
347,349,3.63,Sports,0
348,350,3.63,Shooter,0
349,351,3.62,Action,0
350,352,3.61,Shooter,0
351,353,3.61,Shooter,0
352,354,3.61,Shooter,0
353,355,3.61,Racing,0
354,356,3.61,Simulation,0
355,357,3.6,Action,0
356,358,3.59,Shooter,0
357,359,3.58,Fighting,0
358,360,3.56,Pltform,0
359,361,3.54,Action,0
360,362,3.54,Action,0
361,363,3.54,Action,0
362,364,3.53,Shooter,0
363,365,3.53,Action,0
364,366,3.53,Shooter,0
365,367,3.53,Sports,0
366,368,3.52,Action,0
367,369,3.52,Pltform,0
368,370,3.52,Shooter,0
369,371,3.52,Sports,0
370,372,3.51,Action,0
371,373,3.51,Pltform,0
372,374,3.5,Action,0
373,375,3.5,Action,0
374,376,3.5,Action,0
375,377,3.5,Misc,0
376,379,3.49,Shooter,0
377,380,3.48,Shooter,0
378,381,3.48,Misc,0
379,382,3.46,Action,0
380,383,3.45,Shooter,0
381,384,3.44,Role_Playing,0
382,385,3.44,Shooter,0
383,386,3.44,Fighting,0
384,387,3.43,Shooter,0
385,388,3.42,Pltform,0
386,389,3.42,Action,0
387,390,3.42,Role_Playing,0
388,391,3.41,Action,0
389,392,3.41,Racing,0
390,393,3.4,Sports,0
391,394,3.39,Misc,0
392,395,3.38,Action,0
393,396,3.38,Action,0
394,397,3.38,Action,0
395,398,3.36,Fighting,0
396,399,3.36,Action,0
397,400,3.36,Puzzle,0
398,401,3.34,Adventure,0
399,402,3.34,Action,0
400,403,3.33,Misc,0
401,404,3.33,Shooter,0
402,405,3.33,Pltform,0
403,406,3.32,Misc,0
404,407,3.32,Action,0
405,408,3.31,Shooter,0
406,409,3.28,Action,0
407,410,3.28,Action,0
408,411,3.28,Shooter,0
409,412,3.27,Action,0
410,413,3.27,Misc,0
411,414,3.27,Racing,0
412,415,3.26,Action,0
413,416,3.24,Fighting,0
414,417,3.23,Sports,0
415,418,3.23,Adventure,0
416,419,3.22,Sports,0
417,420,3.22,Role_Playing,0
418,421,3.21,Shooter,0
419,422,3.2,Sports,0
420,423,3.2,Fighting,0
421,424,3.2,Fighting,0
422,425,3.19,Role_Playing,0
423,426,3.19,Action,0
424,427,3.19,Role_Playing,0
425,428,3.19,Misc,0
426,429,3.18,Action,0
427,430,3.18,Pltform,0
428,431,3.17,Role_Playing,0
429,433,3.17,Misc,0
430,434,3.17,Simulation,0
431,435,3.16,Adventure,0
432,436,3.15,Simulation,0
433,437,3.15,Action,0
434,438,3.15,Pltform,0
435,439,3.15,Shooter,0
436,440,3.15,Shooter,0
437,441,3.14,Sports,0
438,442,3.13,Action,0
439,443,3.12,Racing,0
440,444,3.12,Racing,0
441,445,3.12,Misc,0
442,446,3.12,Role_Playing,0
443,447,3.12,Role_Playing,0
444,448,3.12,Adventure,0
445,449,3.11,Role_Playing,0
446,450,3.11,Sports,0
447,451,3.09,Fighting,0
448,452,3.08,Sports,0
449,453,3.08,Sports,0
450,454,3.07,Shooter,0
451,455,3.07,Action,0
452,456,3.07,Pltform,0
453,457,3.07,Simulation,0
454,458,3.07,Role_Playing,0
455,459,3.05,Action,0
456,460,3.04,Shooter,0
457,461,3.04,Pltform,0
458,462,3.03,Action,0
459,463,3.03,Pltform,0
460,464,3.02,Shooter,0
461,465,3.02,Action,0
462,466,3.02,Fighting,0
463,467,3.02,Sports,0
464,468,3.0,Shooter,0
465,469,3.0,Sports,0
466,470,3.0,Fighting,0
467,472,2.99,Action,0
468,473,2.99,Shooter,0
469,474,2.99,Misc,0
470,475,2.99,Sports,0
471,476,2.99,Action,0
472,477,2.98,Simulation,0
473,478,2.97,Shooter,0
474,479,2.97,Simulation,0
475,480,2.97,Role_Playing,0
476,481,2.96,Pltform,0
477,482,2.96,Pltform,0
478,483,2.96,Action,0
479,484,2.95,Fighting,0
480,485,2.94,Racing,0
481,486,2.94,Shooter,0
482,487,2.94,Fighting,0
483,488,2.94,Action,0
484,489,2.94,Puzzle,0
485,490,2.93,Role_Playing,0
486,491,2.92,Puzzle,0
487,492,2.91,Simulation,0
488,493,2.91,Pltform,0
489,494,2.9,Sports,0
490,495,2.9,Shooter,0
491,496,2.9,Misc,0
492,497,2.9,Sports,0
493,498,2.9,Sports,0
494,499,2.89,Racing,0
495,500,2.89,Sports,0
496,501,2.89,Shooter,0
497,502,2.88,Sports,0
498,503,2.88,Shooter,0
499,504,2.88,Simulation,0
500,505,2.87,Racing,0
501,506,2.86,Shooter,0
502,507,2.86,Sports,0
503,508,2.86,Role_Playing,0
504,509,2.85,Fighting,0
505,510,2.85,Racing,0
506,511,2.85,Pltform,0
507,512,2.85,Strategy,0
508,513,2.85,Action,0
509,514,2.85,Sports,0
510,515,2.84,Action,0
511,516,2.83,Shooter,0
512,517,2.83,Sports,0
513,518,2.83,Shooter,0
514,519,2.83,Fighting,0
515,520,2.82,Shooter,0
516,521,2.82,Action,0
517,522,2.81,Adventure,0
518,523,2.81,Racing,0
519,524,2.81,Simulation,0
520,525,2.8,Fighting,0
521,526,2.8,Action,0
522,527,2.8,Pltform,0
523,528,2.79,Sports,0
524,529,2.79,Shooter,0
525,530,2.79,Pltform,0
526,531,2.79,Fighting,0
527,532,2.79,Role_Playing,0
528,533,2.79,Fighting,0
529,534,2.79,Shooter,0
530,535,2.79,Sports,0
531,536,2.79,Puzzle,0
532,537,2.79,Role_Playing,0
533,538,2.78,Pltform,0
534,539,2.78,Action,0
535,540,2.78,Pltform,0
536,541,2.78,Fighting,0
537,542,2.77,Simulation,0
538,543,2.77,Pltform,0
539,544,2.77,Action,0
540,545,2.76,Shooter,0
541,546,2.75,Misc,0
542,547,2.74,Action,0
543,548,2.73,Strategy,0
544,549,2.73,Action,0
545,550,2.72,Adventure,0
546,551,2.71,Shooter,0
547,552,2.7,Action,0
548,553,2.7,Action,0
549,554,2.7,Fighting,0
550,555,2.7,Misc,0
551,556,2.69,Sports,0
552,557,2.69,Action,0
553,558,2.69,Sports,0
554,559,2.69,Puzzle,0
555,560,2.68,Sports,0
556,561,2.68,Racing,0
557,562,2.68,Role_Playing,0
558,563,2.68,Racing,0
559,564,2.68,Role_Playing,0
560,565,2.67,Fighting,0
561,566,2.67,Shooter,0
562,567,2.67,Misc,0
563,568,2.67,Shooter,0
564,569,2.66,Role_Playing,0
565,570,2.65,Action,0
566,571,2.65,Action,0
567,572,2.65,Action,0
568,573,2.65,Shooter,0
569,574,2.65,Pltform,0
570,575,2.65,Action,0
571,576,2.64,Action,0
572,577,2.63,Racing,0
573,578,2.63,Fighting,0
574,579,2.63,Strategy,0
575,580,2.63,Action,0
576,581,2.62,Sports,0
577,582,2.62,Sports,0
578,583,2.62,Shooter,0
579,584,2.62,Sports,0
580,585,2.62,Sports,0
581,586,2.61,Simulation,0
582,587,2.61,Action,0
583,588,2.6,Pltform,0
584,589,2.6,Action,0
585,590,2.59,Sports,0
586,591,2.59,Pltform,0
587,592,2.59,Sports,0
588,593,2.58,Pltform,0
589,594,2.58,Shooter,0
590,595,2.58,Action,0
591,596,2.58,Role_Playing,0
592,597,2.58,Fighting,0
593,598,2.57,Pltform,0
594,599,2.57,Misc,0
595,600,2.57,Role_Playing,0
596,601,2.57,Sports,0
597,602,2.56,Pltform,0
598,603,2.56,Role_Playing,0
599,604,2.56,Sports,0
600,605,2.54,Role_Playing,0
601,606,2.54,Sports,0
602,607,2.54,Sports,0
603,609,2.52,Racing,0
604,610,2.52,Action,0
605,611,2.52,Misc,0
606,612,2.52,Role_Playing,0
607,613,2.51,Action,0
608,614,2.5,Role_Playing,0
609,615,2.5,Sports,0
610,616,2.5,Misc,0
611,617,2.49,Action,0
612,618,2.49,Action,0
613,619,2.49,Action,0
614,620,2.49,Fighting,0
615,621,2.48,Shooter,0
616,622,2.48,Racing,0
617,623,2.48,Action,0
618,624,2.48,Sports,0
619,626,2.47,Sports,0
620,627,2.47,Misc,0
621,628,2.46,Misc,0
622,629,2.45,Racing,0
623,630,2.45,Role_Playing,0
624,631,2.45,Role_Playing,0
625,632,2.44,Racing,0
626,633,2.44,Shooter,0
627,634,2.44,Racing,0
628,635,2.43,Simulation,0
629,636,2.43,Adventure,0
630,637,2.42,Shooter,0
631,638,2.42,Pltform,0
632,639,2.42,Sports,0
633,640,2.42,Sports,0
634,641,2.41,Fighting,0
635,642,2.41,Racing,0
636,643,2.41,Action,0
637,644,2.41,Misc,0
638,645,2.41,Racing,0
639,646,2.4,Sports,0
640,647,2.4,Puzzle,0
641,648,2.4,Fighting,0
642,649,2.4,Strategy,0
643,651,2.39,Racing,0
644,652,2.39,Sports,0
645,655,2.39,Misc,0
646,656,2.39,Action,0
647,657,2.39,Action,0
648,658,2.38,Misc,0
649,659,2.38,Action,0
650,660,2.38,Misc,0
651,661,2.38,Fighting,0
652,662,2.38,Action,0
653,663,2.38,Sports,0
654,664,2.38,Sports,0
655,665,2.38,Misc,0
656,666,2.37,Sports,0
657,667,2.37,Shooter,0
658,668,2.37,Action,0
659,669,2.37,Sports,0
660,670,2.37,Sports,0
661,671,2.36,Sports,0
662,672,2.36,Pltform,0
663,673,2.35,Action,0
664,674,2.35,Pltform,0
665,675,2.35,Role_Playing,0
666,676,2.35,Racing,0
667,677,2.34,Pltform,0
668,678,2.34,Fighting,0
669,679,2.34,Sports,0
670,680,2.34,Action,0
671,681,2.33,Simulation,0
672,682,2.32,Action,0
673,683,2.32,Sports,0
674,684,2.32,Misc,0
675,685,2.32,Sports,0
676,686,2.32,Action,0
677,687,2.31,Shooter,0
678,688,2.31,Puzzle,0
679,689,2.31,Racing,0
680,690,2.31,Role_Playing,0
681,691,2.31,Sports,0
682,692,2.3,Action,0
683,693,2.3,Action,0
684,694,2.3,Role_Playing,0
685,695,2.29,Action,0
686,696,2.29,Action,0
687,697,2.29,Action,0
688,698,2.28,Racing,0
689,699,2.28,Sports,0
690,700,2.28,Misc,0
691,701,2.28,Action,0
692,702,2.28,Pltform,0
693,703,2.28,Sports,0
694,704,2.28,Action,0
695,705,2.28,Shooter,0
696,706,2.28,Racing,0
697,707,2.27,Role_Playing,0
698,708,2.27,Misc,0
699,709,2.27,Misc,0
700,710,2.27,Pltform,0
701,711,2.26,Pltform,0
702,712,2.26,Misc,0
703,714,2.26,Action,0
704,715,2.25,Misc,0
705,716,2.25,Adventure,0
706,717,2.25,Sports,0
707,718,2.25,Role_Playing,0
708,719,2.25,Sports,0
709,720,2.25,Role_Playing,0
710,721,2.25,Fighting,0
711,722,2.24,Pltform,0
712,723,2.23,Pltform,0
713,724,2.23,Action,0
714,725,2.23,Action,0
715,726,2.23,Simulation,0
716,727,2.22,Pltform,0
717,728,2.22,Action,0
718,729,2.22,Puzzle,0
719,730,2.22,Adventure,0
720,731,2.22,Racing,0
721,732,2.21,Shooter,0
722,733,2.21,Action,0
723,734,2.21,Action,0
724,735,2.2,Misc,0
725,736,2.2,Action,0
726,737,2.2,Misc,0
727,738,2.2,Pltform,0
728,739,2.2,Sports,0
729,740,2.2,Pltform,0
730,741,2.2,Puzzle,0
731,742,2.19,Action,0
732,743,2.19,Action,0
733,744,2.19,Role_Playing,0
734,745,2.19,Misc,0
735,746,2.19,Pltform,0
736,747,2.19,Action,0
737,748,2.18,Role_Playing,0
738,749,2.18,Racing,0
739,750,2.18,Racing,0
740,751,2.18,Sports,0
741,752,2.18,Role_Playing,0
742,753,2.17,Role_Playing,0
743,754,2.17,Role_Playing,0
744,755,2.17,Simulation,0
745,756,2.17,Sports,0
746,757,2.16,Simulation,0
747,758,2.16,Sports,0
748,759,2.15,Shooter,0
749,760,2.15,Shooter,0
750,761,2.15,Sports,0
751,762,2.15,Sports,0
752,763,2.14,Shooter,0
753,764,2.14,Role_Playing,0
754,765,2.14,Misc,0
755,766,2.14,Racing,0
756,767,2.14,Simulation,0
757,768,2.13,Shooter,0
758,769,2.13,Simulation,0
759,770,2.13,Puzzle,0
760,771,2.13,Role_Playing,0
761,772,2.13,Action,0
762,773,2.12,Action,0
763,774,2.12,Role_Playing,0
764,775,2.12,Pltform,0
765,776,2.12,Racing,0
766,777,2.12,Sports,0
767,778,2.11,Sports,0
768,779,2.11,Shooter,0
769,780,2.11,Sports,0
770,781,2.11,Sports,0
771,782,2.11,Racing,0
772,783,2.11,Sports,0
773,785,2.11,Action,0
774,786,2.11,Fighting,0
775,787,2.1,Role_Playing,0
776,788,2.1,Pltform,0
777,789,2.1,Action,0
778,790,2.1,Racing,0
779,791,2.1,Shooter,0
780,792,2.09,Action,0
781,793,2.09,Sports,0
782,794,2.09,Action,0
783,795,2.09,Action,0
784,796,2.09,Action,0
785,797,2.09,Misc,0
786,798,2.09,Simulation,0
787,799,2.09,Shooter,0
788,800,2.09,Action,0
789,801,2.08,Role_Playing,0
790,802,2.08,Puzzle,0
791,803,2.08,Racing,0
792,804,2.08,Simulation,0
793,805,2.08,Misc,0
794,806,2.08,Action,0
795,807,2.08,Strategy,0
796,808,2.08,Strategy,0
797,809,2.08,Sports,0
798,810,2.07,Shooter,0
799,811,2.07,Role_Playing,0
800,812,2.07,Fighting,0
801,813,2.07,Role_Playing,0
802,814,2.07,Strategy,0
803,815,2.06,Racing,0
804,816,2.06,Simulation,0
805,817,2.06,Action,0
806,818,2.06,Role_Playing,0
807,819,2.06,Action,0
808,820,2.06,Racing,0
809,821,2.06,Fighting,0
810,822,2.06,Role_Playing,0
811,823,2.05,Racing,0
812,824,2.05,Misc,0
813,825,2.05,Sports,0
814,826,2.05,Role_Playing,0
815,827,2.05,Misc,0
816,828,2.05,Role_Playing,0
817,829,2.05,Sports,0
818,830,2.05,Racing,0
819,831,2.04,Role_Playing,0
820,832,2.04,Misc,0
821,833,2.04,Misc,0
822,834,2.04,Shooter,0
823,835,2.04,Action,0
824,836,2.04,Pltform,0
825,837,2.04,Action,0
826,838,2.03,Sports,0
827,839,2.03,Sports,0
828,840,2.03,Misc,0
829,841,2.03,Sports,0
830,842,2.02,Action,0
831,843,2.02,Shooter,0
832,844,2.02,Sports,0
833,845,2.02,Racing,0
834,846,2.01,Puzzle,0
835,847,2.01,Shooter,0
836,848,2.0,Action,0
837,849,2.0,Role_Playing,0
838,850,2.0,Racing,0
839,851,2.0,Fighting,0
840,852,2.0,Fighting,0
841,853,1.99,Action,0
842,854,1.99,Sports,0
843,855,1.99,Action,0
844,856,1.98,Action,0
845,857,1.98,Simulation,0
846,858,1.98,Shooter,0
847,859,1.98,Shooter,0
848,860,1.97,Role_Playing,0
849,861,1.97,Pltform,0
850,862,1.97,Pltform,0
851,863,1.97,Shooter,0
852,864,1.97,Action,0
853,865,1.97,Racing,0
854,866,1.97,Action,0
855,867,1.96,Shooter,0
856,868,1.96,Sports,0
857,869,1.96,Racing,0
858,870,1.96,Sports,0
859,871,1.96,Pltform,0
860,872,1.96,Shooter,0
861,873,1.95,Shooter,0
862,874,1.95,Racing,0
863,875,1.95,Action,0
864,876,1.95,Shooter,0
865,877,1.95,Sports,0
866,878,1.94,Fighting,0
867,879,1.94,Sports,0
868,880,1.94,Misc,0
869,881,1.94,Adventure,0
870,882,1.94,Puzzle,0
871,883,1.94,Fighting,0
872,884,1.94,Racing,0
873,885,1.94,Shooter,0
874,886,1.93,Role_Playing,0
875,887,1.93,Action,0
876,888,1.93,Misc,0
877,889,1.93,Fighting,0
878,890,1.93,Fighting,0
879,891,1.93,Puzzle,0
880,892,1.93,Fighting,0
881,893,1.93,Action,0
882,894,1.93,Sports,0
883,895,1.92,Action,0
884,896,1.92,Action,0
885,897,1.92,Racing,0
886,898,1.92,Misc,0
887,899,1.92,Shooter,0
888,900,1.92,Simulation,0
889,901,1.92,Racing,0
890,902,1.92,Misc,0
891,903,1.92,Misc,0
892,904,1.91,Misc,0
893,905,1.91,Action,0
894,906,1.91,Misc,0
895,907,1.91,Shooter,0
896,908,1.91,Action,0
897,909,1.9,Simulation,0
898,910,1.9,Shooter,0
899,911,1.89,Racing,0
900,912,1.89,Sports,0
901,913,1.89,Role_Playing,0
902,914,1.88,Pltform,0
903,915,1.88,Role_Playing,0
904,916,1.88,Fighting,0
905,917,1.88,Sports,0
906,918,1.88,Shooter,0
907,919,1.88,Fighting,0
908,920,1.87,Misc,0
909,921,1.87,Adventure,0
910,922,1.87,Sports,0
911,923,1.87,Action,0
912,924,1.87,Pltform,0
913,925,1.86,Adventure,0
914,926,1.86,Sports,0
915,927,1.86,Pltform,0
916,928,1.86,Role_Playing,0
917,929,1.86,Pltform,0
918,930,1.86,Misc,0
919,931,1.86,Pltform,0
920,932,1.86,Sports,0
921,933,1.86,Action,0
922,934,1.86,Role_Playing,0
923,935,1.86,Action,0
924,936,1.85,Misc,0
925,937,1.85,Pltform,0
926,938,1.85,Misc,0
927,939,1.85,Role_Playing,0
928,940,1.85,Action,0
929,941,1.85,Action,0
930,942,1.84,Racing,0
931,943,1.84,Role_Playing,0
932,944,1.84,Sports,0
933,945,1.83,Simulation,0
934,946,1.83,Misc,0
935,947,1.83,Role_Playing,0
936,948,1.83,Racing,0
937,949,1.83,Action,0
938,950,1.83,Role_Playing,0
939,951,1.83,Shooter,0
940,952,1.83,Simulation,0
941,953,1.82,Pltform,0
942,954,1.82,Pltform,0
943,955,1.82,Misc,0
944,956,1.82,Simulation,0
945,957,1.82,Shooter,0
946,958,1.81,Role_Playing,0
947,959,1.81,Action,0
948,960,1.81,Simulation,0
949,961,1.81,Racing,0
950,962,1.81,Fighting,0
951,963,1.81,Pltform,0
952,964,1.8,Misc,0
953,965,1.8,Pltform,0
954,966,1.8,Sports,0
955,967,1.8,Action,0
956,968,1.8,Sports,0
957,969,1.79,Shooter,0
958,970,1.79,Pltform,0
959,971,1.79,Adventure,0
